gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
977205778	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS225716267	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Prince of Wales	Otago	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.767395	168.65302							2013-11-15	15	11	2013	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS225716267				CC_BY_4_0		obsr337627			2024-04-17T08:23:32.337Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
976924999	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NZ:OBS224521212	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Fiordland NP--east Homer Tunnel	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.7642	167.9869							2011-11-10	10	11	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD_NZ	OBS224521212				CC_BY_4_0		obsr444699			2024-04-17T09:07:24.802Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
964538944	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS209872557	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Fiordland NP--east Homer Tunnel	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.7642	167.9869							2009-12-19	19	12	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS209872557				CC_BY_4_0		obsr284567			2024-04-17T09:06:42.352Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
964226612	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NZ:OBS209588518	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Fiordland NP--east Homer Tunnel	Southland	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.7642	167.9869							2002-10-30	30	10	2002	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD_NZ	OBS209588518				CC_BY_4_0		obsr329542			2024-04-17T09:11:09.307Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
962468066	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS207823760	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Fiordland NP--Kepler Track (Te Anau end)	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.44019	167.68555							2004-11-17	17	11	2004	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS207823760				CC_BY_4_0		obsr292802			2024-04-17T08:45:03.835Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960627459	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552469	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Peak 1878 North Branch	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.60088	168.23462							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552469				CC_BY_4_0		obsr275603			2024-04-17T08:45:49.468Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960627218	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552465	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	North Branch	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.687897	168.18564							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552465				CC_BY_4_0		obsr275603			2024-04-17T08:45:29.186Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960626849	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552466	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mt Amphion	Otago	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.607693	168.23386							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552466				CC_BY_4_0		obsr275603			2024-04-17T08:45:55.129Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960620992	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552771	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Ocean Peak Routeburn	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.743603	168.18082							2010-04-12	12	4	2010	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552771				CC_BY_4_0		obsr275603			2024-04-17T08:35:18.895Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960610779	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552468	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mt Chaos	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.61211	168.26312							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552468				CC_BY_4_0		obsr275603			2024-04-17T08:45:25.145Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960610722	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552470	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Rockburn	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.663063	168.26021							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552470				CC_BY_4_0		obsr275603			2024-04-17T08:45:41.609Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960610494	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552467	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Peak 1489  North Branch Routeburn	Southland	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.676933	168.19032							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552467				CC_BY_4_0		obsr275603			2024-04-17T08:45:51.382Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960610418	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552472	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Rock Burn Sugarloaf Pass	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.68761	168.27008							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552472				CC_BY_4_0		obsr275603			2024-04-17T08:45:43.841Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960610328	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552463	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Lake Unknown	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.6253	168.25139							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552463				CC_BY_4_0		obsr275603			2024-04-17T08:45:49.449Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960606882	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552410	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Ocean Peak Routeburn	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.743603	168.18082							2010-04-12	12	4	2010	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552410				CC_BY_4_0		obsr275603			2024-04-17T08:44:48.433Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960606555	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552409	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Harris Basin Routeburn	Otago	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.727436	168.19518							2010-04-12	12	4	2010	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552409				CC_BY_4_0		obsr275603			2024-04-17T08:23:40.338Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960589602	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552957	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Peak 1489  North Branch Routeburn	Southland	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.676933	168.19032							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552957				CC_BY_4_0		obsr275603			2024-04-17T09:04:00.097Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
960589052	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS205552542	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Valley of the Trolls Routeburn	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.727146	168.19685							2011-01-01	1	1	2011	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS205552542				CC_BY_4_0		obsr275603			2024-04-17T09:06:41.253Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956620117	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS201021244	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Upper Dart Valley	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.402016	168.50543							2008-02-17	17	2	2008	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS201021244				CC_BY_4_0		obsr275603			2024-04-17T08:45:08.102Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956512984	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS201025878	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	North Col	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.648735	168.19077							2009-01-13	13	1	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS201025878				CC_BY_4_0		obsr275603			2024-04-17T09:04:44.235Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956509482	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS201033002	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Fraser Creek	Otago	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.79426	168.20653							2009-03-18	18	3	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS201033002				CC_BY_4_0		obsr275603			2024-04-17T08:45:07.153Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956509094	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS201033003	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Lake Wilson	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.74781	168.17365							2009-03-25	25	3	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS201033003				CC_BY_4_0		obsr275603			2024-04-17T08:45:29.532Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956509076	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS201033008	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Harris Basin Routeburn	Otago	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.733612	168.18544							2009-04-12	12	4	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS201033008				CC_BY_4_0		obsr275603			2024-04-17T08:45:48.683Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956482743	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS201034972	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Valley of the Trolls Routeburn	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.727146	168.19685							2009-03-25	25	3	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS201034972				CC_BY_4_0		obsr275603			2024-04-17T09:06:06.018Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956029100	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200268413	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Upper Dart Valley	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.402016	168.50543							2008-02-17	17	2	2008	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200268413				CC_BY_4_0		obsr275603			2024-04-17T08:44:57.049Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956021140	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200277360	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Whitbourn	Otago	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.475433	168.52646							2008-12-27	27	12	2008	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200277360				CC_BY_4_0		obsr275603			2024-04-17T08:23:10.765Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956019121	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200277367	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Whitbourn	Otago	PRESENT	7	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.475433	168.52646							2009-01-01	1	1	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200277367				CC_BY_4_0		obsr275603			2024-04-17T08:23:12.679Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956012322	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200275192	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Whitbourn	Otago	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.475433	168.52646							2008-12-01	1	12	2008	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200275192				CC_BY_4_0		obsr275603			2024-04-17T08:23:06.322Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
956010200	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200268222	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Upper Dart	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.52175	168.55885							2008-02-17	17	2	2008	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200268222				CC_BY_4_0		obsr275603			2024-04-17T09:06:40.487Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955985440	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200286429	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	North Col Routeburn	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.648735	168.19077							2009-01-13	13	1	2009	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200286429				CC_BY_4_0		obsr275603			2024-04-17T09:05:36.135Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955857765	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200195324	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Earnslaw Burn	Otago	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.662884	168.40471							2006-11-10	10	11	2006	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200195324				CC_BY_4_0		obsr275603			2024-04-17T08:45:47.383Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955856489	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200195955	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Upper Hidden Falls Creek	Southland	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.56443	168.20764							2007-01-04	4	1	2007	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200195955				CC_BY_4_0		obsr275603			2024-04-17T08:23:05.689Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955856483	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200195957	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	North Branch Routeburn	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.75072	168.20883							2007-04-09	9	4	2007	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200195957				CC_BY_4_0		obsr275603			2024-04-17T08:28:02.920Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955850505	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200193128	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Conical Hill	Southland	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.711613	168.1703							2006-02-01	1	2	2006	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200193128				CC_BY_4_0		obsr275603			2024-04-17T09:02:46.171Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955848665	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200195370	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	North Branch Routeburn	Otago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.70177	168.21524							2007-04-09	9	4	2007	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200195370				CC_BY_4_0		obsr275603			2024-04-17T09:06:15.989Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
955788130	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS200086450	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Whitbourn Footbridge	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.418804	168.4734							2004-11-26	26	11	2004	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS200086450				CC_BY_4_0		obsr275603			2024-04-17T08:46:03.828Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
954985525	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS199103828	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Valley of Trolls Routeburn	Southland	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.720833	168.17416							2013-04-17	17	4	2013	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS199103828				CC_BY_4_0		obsr275603			2024-04-17T09:06:28.580Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
954886040	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS199120443	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	North branch of Routeburn below North Col.	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.656757	168.19504							2004-01-19	19	1	2004	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS199120443				CC_BY_4_0		obsr275603			2024-04-17T09:49:59.012Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
954865849	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS199120400	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	1.5 hr down from Mc Kellar Saddle	Otago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.843113	168.1697							2003-01-11	11	1	2003	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS199120400				CC_BY_4_0		obsr275603			2024-04-17T08:45:29.337Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
