GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541382	2024-07-30 17:08:08.933121	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				6					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE5	L35328717	P	-44.7004530	168.0494390	2020-01-08		obsr6143070	S189582947	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541326	2024-07-30 17:08:08.742089	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDM12	Lake Adelaide ADELAIDE20	L35328709	P	-44.7147210	168.0310770	2020-01-08		obsr6143070	S189582891	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541284	2024-07-30 17:08:08.587241	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE18	L35328703	P	-44.7109890	168.0226100	2020-01-08		obsr6143070	S189582849	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541297	2024-07-30 17:08:08.632447	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE6	L35328705	P	-44.7010440	168.0466750	2020-01-07		obsr6143070	S189582862	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS856241554	2024-04-18 10:56:21.010467	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Fiordland NP--east Homer Tunnel	L521338	H	-44.7642000	167.9869000	2020-01-08	13:20:00	obsr535767	S63798262	Traveling	P22	EBIRD	155	4.000		2	1		1	1	0		With Allis Nielsen	We found the bird walking the dry riverbed as the path was closed due to danger of rocks falling. This was at some prominent bloulder some 500 m north of the traffic light.	
URN:CornellLabOfOrnithology:EBIRD:OBS959106059	2024-04-18 10:58:21.861798	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Mt Inaccessible, Fiordland National Park, NZ	L11940744	P	-45.8860512	166.6340074	2020-01-15	18:00:00	obsr1415924	S71711514	Incidental	P20	EBIRD				1	0		0	1	0			Seen with nesting material	
URN:CornellLabOfOrnithology:EBIRD:OBS1103414009	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDZ02	F167	L13918435	P	-45.8858131	166.6320171	2020-01-16	09:50:00	obsr2321878	S84100808	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541339	2024-07-30 17:08:08.785901	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE7	L35328711	P	-44.6996140	168.0415760	2020-01-08		obsr6143070	S189582904	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541291	2024-07-30 17:08:08.613688	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE11	L35328704	P	-44.7043710	168.0335080	2020-01-07		obsr6143070	S189582856	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS855265217	2022-10-20 05:05:57.841654	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Upper Gertrude Valley	L1365868	H	-44.7558722	168.0165974	2020-01-16	10:00:00	obsr1220309	S63718945	Incidental	P20	EBIRD				1	0		0	1	0			At the saddle.	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541312	2024-07-30 17:08:08.695445	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE13	L35328707	P	-44.7066330	168.0342130	2020-01-08		obsr6143070	S189582877	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541283	2024-07-30 17:08:08.583513	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE18	L35328703	P	-44.7109890	168.0226100	2020-01-07		obsr6143070	S189582848	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541371	2024-07-30 17:08:08.895253	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDM12	Lake Adelaide ADELAIDE19	L35328715	P	-44.7123640	168.0281560	2020-01-08		obsr6143070	S189582936	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS856332023	2021-04-02 05:57:28.545907	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Fiordland NP--Homer Tunnel W Entrance	L8239962	H	-44.7626487	167.9729896	2020-01-26	06:53:00	obsr345554	S63805427	Stationary	P21	EBIRD	180			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541391	2024-07-30 17:08:08.964167	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE17	L35328718	P	-44.7085640	168.0253900	2020-01-08		obsr6143070	S189582956	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541383	2024-07-30 17:08:08.936747	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE5	L35328717	P	-44.7004530	168.0494390	2020-01-09		obsr6143070	S189582948	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS856153811	2021-03-18 12:55:20.854604	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDM12	1929 Milford Sound Highway, Fiordland National Park, Southland, NZ (-44.763, 167.996)	L10575177	P	-44.7629123	167.9959397	2020-01-26	12:48:00	obsr167943	S63791640	Stationary	P21	EBIRD_ATL_NZ	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1103420613	2022-10-20 04:51:54.176825	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	10:30:00	obsr2321878	S84102152	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541340	2024-07-30 17:08:08.788871	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE7	L35328711	P	-44.6996140	168.0415760	2020-01-09		obsr6143070	S189582905	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1103420405	2022-10-20 05:04:59.55719	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	09:54:00	obsr2321878	S84102105	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1103414277	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	09:44:00	obsr2321878	S84100868	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0			Either near or far- hard to gauge	
URN:CornellLabOfOrnithology:EBIRD:OBS1103414407	2022-10-20 04:46:51.156621	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	10:36:00	obsr2321878	S84100896	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1103414404	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	09:08:00	obsr2321878	S84100894	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1103413831	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDZ02	F167	L13918435	P	-45.8858131	166.6320171	2020-01-16	08:30:00	obsr2321878	S84100777	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1103420238	2021-03-25 21:36:20.784712	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDZ02	F167	L13918435	P	-45.8858131	166.6320171	2020-01-16	09:04:00	obsr2321878	S84102064	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541305	2024-07-30 17:08:08.671818	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				6					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE12	L35328706	P	-44.7054420	168.0330660	2020-01-08		obsr6143070	S189582870	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1103421897	2021-03-25 21:36:20.784712	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDV06	K162	L13918497	P	-45.5537409	167.1826798	2020-01-10		obsr2321878	S84102590	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0			At end of line A	
URN:CornellLabOfOrnithology:EBIRD:OBS857823758	2021-04-02 05:57:28.545907	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Routeburn Track--Lake Mackenzie Hut to Routeburn Falls Hut	L6476418	H	-44.7270037	168.1715647	2020-01-28	14:30:00	obsr889415	S63926283	Traveling	P22	EBIRD	240	6.000		1	1		0	1	0		Falls Hut to Harris Saddle	1 pair seen	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541276	2024-07-30 17:08:08.508159	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE4	L35328702	P	-44.6998750	168.0479610	2020-01-08		obsr6143070	S189582841	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS892347270	2020-09-05 06:14:28	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Milford Track--Quintin Lodge	L3486390	H	-44.7915280	167.7524910	2020-01-28	07:30:00	obsr165977	S66934353	Incidental	P20	EBIRD				2	0	G5168955	0	1	0			New Zealand Rock Wren - small wren seems on hike - bobbing on rocks	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541298	2024-07-30 17:08:08.635412	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE6	L35328705	P	-44.7010440	168.0466750	2020-01-08		obsr6143070	S189582863	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541399	2024-07-30 17:08:08.991595	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE15	L35328719	P	-44.7112870	168.0361460	2020-01-08		obsr6143070	S189582964	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541375	2024-07-30 17:08:08.909155	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE3	L35328716	P	-44.6940830	168.0470420	2020-01-08		obsr6143070	S189582940	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541376	2024-07-30 17:08:08.912347	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE3	L35328716	P	-44.6940830	168.0470420	2020-01-09		obsr6143070	S189582941	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541348	2024-07-30 17:08:08.815095	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE10	L35328712	P	-44.7035560	168.0374390	2020-01-07		obsr6143070	S189582913	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541362	2024-07-30 17:08:08.862133	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE16	L35328714	P	-44.7081440	168.0287460	2020-01-08		obsr6143070	S189582927	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541304	2024-07-30 17:08:08.66835	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				6					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE12	L35328706	P	-44.7054420	168.0330660	2020-01-07		obsr6143070	S189582869	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1103420604	2021-03-25 21:36:20.784712	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	09:03:00	obsr2321878	S84102148	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1103414165	2021-07-12 21:56:51.205567	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	11:07:00	obsr2321878	S84100840	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541334	2024-07-30 17:08:08.769564	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE1	L35328710	P	-44.6995590	168.0429170	2020-01-07		obsr6143070	S189582899	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541320	2024-07-30 17:08:08.719914	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE9	L35328708	P	-44.7053220	168.0396440	2020-01-09		obsr6143070	S189582885	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541318	2024-07-30 17:08:08.713884	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE9	L35328708	P	-44.7053220	168.0396440	2020-01-07		obsr6143070	S189582883	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541319	2024-07-30 17:08:08.716752	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE9	L35328708	P	-44.7053220	168.0396440	2020-01-08		obsr6143070	S189582884	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541275	2024-07-30 17:08:08.498513	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE4	L35328702	P	-44.6998750	168.0479610	2020-01-07		obsr6143070	S189582839	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1103414273	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDQ08	M155	L13918450	P	-45.0610556	167.4358227	2020-01-15	09:59:00	obsr2321878	S84100865	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541347	2024-07-30 17:08:08.812005	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE10	L35328712	P	-44.7035560	168.0374390	2020-01-08		obsr6143070	S189582912	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541361	2024-07-30 17:08:08.858929	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE16	L35328714	P	-44.7081440	168.0287460	2020-01-07		obsr6143070	S189582926	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS857823402	2022-10-20 05:04:59.161177	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4	FS	C4	FS		New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073					Routeburn Track--Lake Mackenzie Hut to Routeburn Falls Hut	L6476418	H	-44.7270037	168.1715647	2020-01-29	08:30:00	obsr889415	S63926250	Traveling	P22	EBIRD	480	7.000		1	1		0	1	0		Falls Hut to Harris Saddle area including Conical Hill	Two pairs; one pair attending to a nest	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541354	2024-07-30 17:32:40.354143	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				7					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE2	L35328713	P	-44.6944080	168.0456050	2020-01-08		obsr6143070	S189582919	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541353	2024-07-30 17:32:40.354143	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				8					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE2	L35328713	P	-44.6944080	168.0456050	2020-01-07		obsr6143070	S189582918	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Lake Adelaide2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541333	2024-07-30 17:32:40.354143	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				7					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDL12	Lake Adelaide ADELAIDE1	L35328710	P	-44.6995590	168.0429170	2020-01-08		obsr6143070	S189582898	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Lake Adelaide2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS868039797	2022-10-20 05:03:36.788	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS08	Southland, NZ (-45.229, 167.472)	L10819102	P	-45.2292301	167.4720287	2020-02-10	14:58:00	obsr1415924	S64810156	Traveling	P22	EBIRD_ATL_NZ	12	0.190		1	1		0	1	0			Present in good numbers throughout the Murchison Mountains.	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541172	2024-07-30 17:08:08.131735	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS08	Murchinson Mtns A5	L35328683	P	-45.2460942	167.4732790	2020-02-12		obsr6143070	S189582736	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Murchinson Mtns2020 Island		
URN:CornellLabOfOrnithology:EBIRD:OBS1103422075	2021-03-25 21:36:20.784712	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDO09	N153	L13918453	P	-44.9222357	167.5506690	2020-02-23		obsr2321878	S84102653	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0			[2x2km] @ camp	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541222	2024-07-30 17:08:08.306881	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS08	Murchinson Mtns A2	L35328693	P	-45.2407142	167.4672297	2020-02-10		obsr6143070	S189582786	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Murchinson Mtns2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541214	2024-07-30 17:08:08.278705	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDR08	Murchinson Mtns D3	L35328691	P	-45.2113148	167.4828243	2020-02-11		obsr6143070	S189582778	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Murchinson Mtns2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541129	2024-07-30 17:08:07.807539	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS08	Murchinson Mtns B5	L35328677	P	-45.2393290	167.4829850	2020-02-12		obsr6143070	S189582693	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Murchinson Mtns2020 Island		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541128	2024-07-30 17:08:07.752031	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS08	Murchinson Mtns B5	L35328677	P	-45.2393290	167.4829850	2020-02-10		obsr6143070	S189582692	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Murchinson Mtns2020 Island		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541262	2024-07-30 17:08:08.454468	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS08	Murchinson Mtns A1	L35328700	P	-45.2363091	167.4732595	2020-02-11		obsr6143070	S189582826	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Murchinson Mtns2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS874546799	2020-03-06 04:02:18	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Southland	NZ-STL	Southland District	NZ-STL-073				blkDS04	Mt Grono - south face	L10906363	P	-45.2671745	166.9516763	2020-02-19	14:45:00	obsr531804	S65481293	Stationary	P21	EBIRD_ATL_NZ	5			2	1		0	1	0				
