GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS148129021	2020-07-29 13:31:25	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058					Edwards Valley, gullies on west side above bush line	L1491033	P	-42.3797727	172.7172367	1966-02-13		obsr292791	S10430957	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129405	2020-07-29 13:31:47	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058					Close to lake Thompson, Head of the Waiau Valley	L1491411	P	-42.1165211	172.6407639	1979-01-03		obsr292791	S10431341	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129441	2020-07-29 13:31:47	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058					Technical/ Norma ridge, 4200'-5300', alpine scrub and grassland with rock screes	L1491447	P	-42.4206643	172.3500615	1979-10-01		obsr292791	S10431377	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS148129563	2020-07-29 13:31:47	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				X					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058					Mt. Gloriana, Spencer Mts	L1491580	P	-42.2661870	172.4872813	1981-01-15		obsr292791	S10431499	Incidental	P20	EBIRD					0		0	1	1			Data from Michelsen-Heath & Gaze 2007	
URN:CornellLabOfOrnithology:EBIRD:OBS191886336	2024-04-18 08:36:10.936029	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058					rock bivouac	L2128598	P	-42.1109325	172.7043700	2013-03-29	17:30:00	obsr406195	S13831772	Incidental	P20	EBIRD				2	0		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS2353542023	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD9	L35328837	P	-42.7727840	172.0564040	2020-02-10		obsr6143070	S189583595	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542012	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD18	L35328833	P	-42.7731810	172.0489680	2020-02-10		obsr6143070	S189583584	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542005	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD10	L35328831	P	-42.7740350	172.0563730	2020-02-09		obsr6143070	S189583577	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542010	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD17	L35328832	P	-42.7765810	172.0485390	2020-02-09		obsr6143070	S189583582	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542011	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD18	L35328833	P	-42.7731810	172.0489680	2020-02-09		obsr6143070	S189583583	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542001	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD2	L35328830	P	-42.7710791	172.0615639	2020-02-09		obsr6143070	S189583573	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542021	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD3	L35328836	P	-42.7729751	172.0643590	2020-02-10		obsr6143070	S189583593	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2020 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542235	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD11	L35328868	P	-42.4356410	172.3005560	2020-03-11		obsr6143070	S189583809	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542267	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2020-03-12		obsr6143070	S189583841	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2020 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542278	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD20	L35328877	P	-42.4257996	172.3079182	2020-03-12		obsr6143070	S189583852	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2020 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542274	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD13	L35328876	P	-42.4386910	172.2965250	2020-03-12		obsr6143070	S189583848	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2020 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542006	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD10	L35328831	P	-42.7740350	172.0563730	2021-02-17		obsr6143070	S189583578	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542665	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD22	L35328940	P	-42.7746280	172.0485900	2021-02-17		obsr6143070	S189584093	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542673	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD8	L35328944	P	-42.7702118	172.0579345	2021-02-19		obsr6143070	S189584101	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542662	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD1	L35328939	P	-42.7723121	172.0581838	2021-02-17		obsr6143070	S189584090	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542663	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD1	L35328939	P	-42.7723121	172.0581838	2021-02-18		obsr6143070	S189584091	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542002	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD2	L35328830	P	-42.7710791	172.0615639	2021-02-17		obsr6143070	S189583574	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542672	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD4	L35328943	P	-42.7710873	172.0669787	2021-02-18		obsr6143070	S189584100	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542003	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD2	L35328830	P	-42.7710791	172.0615639	2021-02-18		obsr6143070	S189583575	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542666	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD22	L35328940	P	-42.7746280	172.0485900	2021-02-18		obsr6143070	S189584094	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542007	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD10	L35328831	P	-42.7740350	172.0563730	2021-02-18		obsr6143070	S189583579	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542668	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD20	L35328941	P	-42.7727940	172.0549280	2021-02-18		obsr6143070	S189584096	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542670	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD15	L35328942	P	-42.7770960	172.0421830	2021-02-18		obsr6143070	S189584098	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542667	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD20	L35328941	P	-42.7727940	172.0549280	2021-02-17		obsr6143070	S189584095	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2021 PredatorFree		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542893	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD14	L35329015	P	-42.4348510	172.2974470	2022-02-18		obsr6143070	S189584322	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542895	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD10	L35329016	P	-42.4302590	172.3003710	2022-02-18		obsr6143070	S189584324	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542275	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD13	L35328876	P	-42.4386910	172.2965250	2022-02-18		obsr6143070	S189583849	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542237	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD11	L35328868	P	-42.4356410	172.3005560	2022-02-21		obsr6143070	S189583811	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542236	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD11	L35328868	P	-42.4356410	172.3005560	2022-02-18		obsr6143070	S189583810	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542269	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2022-02-21		obsr6143070	S189583843	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542921	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD16	L35329024	P	-42.4312290	172.3063610	2022-02-21		obsr6143070	S189584350	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542268	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2022-02-20		obsr6143070	S189583842	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542896	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD10	L35329016	P	-42.4302590	172.3003710	2022-02-20		obsr6143070	S189584325	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2022 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542013	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD18	L35328833	P	-42.7731810	172.0489680	2022-03-08		obsr6143070	S189583585	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2022 1080_tops_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542671	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD15	L35328942	P	-42.7770960	172.0421830	2022-03-08		obsr6143070	S189584099	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2022 1080_tops_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542957	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD7	L35329035	P	-42.7706259	172.0546402	2022-03-08		obsr6143070	S189584387	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2022 1080_tops_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542674	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD8	L35328944	P	-42.7702118	172.0579345	2022-03-08		obsr6143070	S189584102	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2022 1080_tops_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542004	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD2	L35328830	P	-42.7710791	172.0615639	2022-03-09		obsr6143070	S189583576	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2022 1080_tops_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542008	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD10	L35328831	P	-42.7740350	172.0563730	2022-03-09		obsr6143070	S189583580	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2022 1080_tops_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542270	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2023-02-11		obsr6143070	S189583844	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353543004	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD18	L35329057	P	-42.4240444	172.3051052	2023-02-11		obsr6143070	S189584434	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542897	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				5					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD10	L35329016	P	-42.4302590	172.3003710	2023-02-12		obsr6143070	S189584326	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542238	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD11	L35328868	P	-42.4356410	172.3005560	2023-02-12		obsr6143070	S189583812	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542276	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD13	L35328876	P	-42.4386910	172.2965250	2023-02-12		obsr6143070	S189583850	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542271	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2023-02-12		obsr6143070	S189583845	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542923	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD16	L35329024	P	-42.4312290	172.3063610	2023-02-12		obsr6143070	S189584352	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542894	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD14	L35329015	P	-42.4348510	172.2974470	2023-02-11		obsr6143070	S189584323	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542922	2024-07-30 17:31:55.862775	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD16	L35329024	P	-42.4312290	172.3063610	2023-02-11		obsr6143070	S189584351	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2023 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1930688727	2024-01-31 15:13:46.477723	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058					Canterbury, NZ (-42.674, 171.956)	L28891845	P	-42.6737278	171.9557986	2024-01-12	18:25:00	obsr1164788	S159514225	Incidental	P20	EBIRD				1	0		0	1	1			Pair seen clearly and photographs taken	
URN:CornellLabOfOrnithology:EBIRD:OBS2353542272	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD12	L35328875	P	-42.4395660	172.2972250	2024-02-08		obsr6143070	S189583846	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542024	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD9	L35328837	P	-42.7727840	172.0564040	2024-02-20		obsr6143070	S189583596	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542277	2024-07-30 17:31:30.680257	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCL46	Grand Dutchess GD13	L35328876	P	-42.4386910	172.2965250	2024-02-09		obsr6143070	S189583851	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Grand Dutchess2024 traponly_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542669	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD20	L35328941	P	-42.7727940	172.0549280	2024-02-20		obsr6143070	S189584097	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 control_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542675	2024-07-30 17:29:54.894245	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Canterbury	NZ-CAN	Hurunui District	NZ-CAN-058				blkCP44	Studleigh Range STUD8	L35328944	P	-42.7702118	172.0579345	2024-02-21		obsr6143070	S189584103	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Studleigh Range2024 control_beechgap		
