POLITICAL_UNIT,NAME,WGMS_ID,YEAR,TIME_SYSTEM,BEGIN_PERIOD,END_WINTER,END_PERIOD,ELA_PREFIX,ELA,ELA_UNC,MIN_SITES_ACC,MAX_SITES_ACC,MIN_SITES_ABL,MAX_SITES_ABL,ACC_AREA,ACC_AREA_UNC,ABL_AREA,ABL_AREA_UNC,AAR,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
FR,ARGENTIERE,354,2021,FLO,20200930,20210520,20210922,,2850.0,20.0,4,9,25,40,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,ARGENTIERE,354,2022,FLO,20210922,20220428,20221006,>,,,4,9,25,40,,,,,,"Delphine SIX, Christian VINCENT","CNRS, EMOSSON S.A",,
FR,BIONNASSAY,1313,2010,,,,,,,,,,,,,,,,,Luc Moreau (GLACIOLAB),Mairie de St Gervais les Bains,,
FR,BIONNASSAY,1313,2011,,,,,,,,,,,,,,,,,Luc Moreau (GLACIOLAB),Mairie de St Gervais les Bains,,
FR,BIONNASSAY,1313,2012,,,,,,,,,,,,,,,,,Luc Moreau (GLACIOLAB),Mairie de St Gervais les Bains,WGMS (2015): GGCB No. 1 (2012-2013).,
FR,BIONNASSAY,1313,2013,,,,,,,,,,,,,,,,,Luc Moreau (GLACIOLAB),Mairie de St Gervais les Bains,WGMS (2015): GGCB No. 1 (2012-2013).,
FR,GEBROULAZ,352,1995,STR,19940923,,19950922,,,,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,This series has been checked with photogrammetric measurements.
FR,GEBROULAZ,352,1996,STR,19950922,,19960905,,,,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,This series has been checked with photogrammetric measurements.
FR,GEBROULAZ,352,1997,STR,19960905,,19970925,,,,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,This series has been checked with photogrammetric measurements.
FR,GEBROULAZ,352,1998,STR,19970925,,19980901,,,,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,This series has been checked with photogrammetric measurements.
FR,GEBROULAZ,352,1999,STR,19980901,,19990930,,,,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,This series has been checked with photogrammetric measurements.
FR,GEBROULAZ,352,2000,STR,19990930,,20000920,,,,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,This series has been checked with photogrammetric measurements.
FR,GEBROULAZ,352,2001,STR,20000920,,20010828,,2913.0,70.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2002,STR,20010828,,20021009,,3044.0,70.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2003,STR,20021009,,20030925,,3250.0,50.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2004,STR,20030925,,20041009,,3100.0,50.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2005,STR,20041009,,20050920,,3200.0,70.0,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2006,STR,20050920,,20060921,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,GEBROULAZ,352,2007,STR,20060921,,20071005,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,GEBROULAZ,352,2008,STR,20071005,,20081012,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,GEBROULAZ,352,2009,STR,20081012,,20091013,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2010,STR,20091013,,20101006,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,GEBROULAZ,352,2011,STR,20101006,,20111005,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,GEBROULAZ,352,2012,STR,20111005,,20121003,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2015): GGCB No. 1 (2012-2013).,
FR,GEBROULAZ,352,2013,STR,20121003,,20131009,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2015): GGCB No. 1 (2012-2013).,
FR,GEBROULAZ,352,2014,STR,20131009,,20140925,,,,3,6,20,25,,,,,,Christian Vincent and Delphine Six,"CNRS, Institut National des Sciences de l'Univers",WGMS (2017): GGCB No. 2 (2014-2015).,
FR,GEBROULAZ,352,2015,STR,20140925,,20151023,,,,3,6,20,25,,,,,,"D. Six, C. Vincent","CNRS, Institut National des Sciences de l'Univers",WGMS (2017): GGCB No. 2 (2014-2015).,
FR,GEBROULAZ,352,2016,STR,20151023,,20160930,,,,3,6,20,25,,,,,,"D.Six, C.Vincent","CNRS, Institut National des Sciences de l'Univers",,
FR,GEBROULAZ,352,2017,STR,20160930,,20170929,,,,,,,,,,,,,"D. Six, C. Vincent","CNRS, Institut National des Sciences de l'Univers",,
FR,GEBROULAZ,352,2018,STR,20170909,20180428,20180926,,,,3,6,20,25,,,,,,"D. Six, C. Vincent",CNRS-UGA,,
FR,GEBROULAZ,352,2019,STR,20180926,,20191014,,,,3,6,20,25,,,,,,"D. Six, C. Vincent",CNRS-UGA,,
FR,GEBROULAZ,352,2020,FLO,20191014,20200603,20201020,,3000.0,20.0,3,6,20,25,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,GEBROULAZ,352,2021,FLO,20201020,20210610,20211008,,2875.0,20.0,3,6,20,25,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,GEBROULAZ,352,2022,FLO,20211008,20220512,20221005,>,,,3,6,20,25,,,,,,"Delphine SIX, Christian VINCENT","CNRS, Parc de la Vanoise",,
FR,MARINET,3960,1993,,19920999,,19930999,,,,,,,,,,,,,A. Assier,"Université Joseph Fourier, Grenoble, FR.","Assier, A. (1998), Mass balance measurements on the Marinet cirque glacier, Haute-Ubaye, France. Alpine Glaciology Meeting Abstract.",
FR,MARINET,3960,1994,,19930999,,19940999,,,,,,,,,,,,,A. Assier,"Université Joseph Fourier, Grenoble, FR.","Assier, A. (1998), Mass balance measurements on the Marinet cirque glacier, Haute-Ubaye, France. Alpine Glaciology Meeting Abstract.",
FR,MARINET,3960,1995,,19940999,,19950999,,,,,,,,,,,,,A. Assier,"Université Joseph Fourier, Grenoble, FR.","Assier, A. (1998), Mass balance measurements on the Marinet cirque glacier, Haute-Ubaye, France. Alpine Glaciology Meeting Abstract.",
FR,MARINET,3960,1996,,19950999,,19960999,,,,,,,,,,,,,A. Assier,"Université Joseph Fourier, Grenoble, FR.","Assier, A. (1998), Mass balance measurements on the Marinet cirque glacier, Haute-Ubaye, France. Alpine Glaciology Meeting Abstract.",
FR,MARINET,3960,1997,,19960999,,19970999,,,,,,,,,,,,,A. Assier,"Université Joseph Fourier, Grenoble, FR.","Assier, A. (1998), Mass balance measurements on the Marinet cirque glacier, Haute-Ubaye, France. Alpine Glaciology Meeting Abstract.",
FR,MER DE GLACE,353,1968,,19679999,,19689999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1969,,19689999,,19699999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1970,,19699999,,19709999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1971,,19709999,,19719999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1972,,19719999,,19729999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1973,,19729999,,19739999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1974,,19739999,,19749999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,1975,,19749999,,19759999,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Müller (1977); Fluctuations of Glaciers (1970-1975), Vol. III, 269 p.",
FR,MER DE GLACE,353,2020,FLO,20191017,20200520,20200930,,2900.0,20.0,4,7,20,26,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,MER DE GLACE,353,2021,FLO,20200930,20210528,20211007,,2850.0,20.0,4,7,20,26,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,MER DE GLACE,353,2022,FLO,20211007,20220506,20221006,>,,,4,7,20,26,,,,,,"Delphine SIX, Christian VINCENT",CNRS,,
FR,OSSOUE,2867,2002,FLO,20011004,20020530,20021003,>,3200.0,,1,8,7,8,,,,,9.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2003,FLO,20021003,20030606,20030927,>,3200.0,,1,8,7,8,,,,,9.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2004,FLO,20030927,20040529,20041010,>,3200.0,,1,8,7,8,,,,,9.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2005,FLO,20041010,20050528,20050925,>,3200.0,,1,8,7,8,,,,,9.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2006,FLO,20050925,20060525,20061008,>,3200.0,,1,8,7,8,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,OSSOUE,2867,2007,FLO,20061008,20070525,20071020,>,3200.0,,1,8,7,8,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,OSSOUE,2867,2008,FLO,20071020,20080606,20081012,,3150.0,,1,8,7,8,,,,,43.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,OSSOUE,2867,2009,FLO,20081012,20090530,20091012,>,3200.0,,1,8,7,8,,,,,7.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,OSSOUE,2867,2010,FLO,20091012,20100529,20101009,>,3200.0,,1,8,7,8,,,,,35.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,OSSOUE,2867,2011,FLO,20101009,20110528,20111009,>,3200.0,,1,8,7,8,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2013): GMBB No. 12 (2010-2011).,
FR,OSSOUE,2867,2012,FLO,20111009,20120526,20121014,>,3200.0,1.0,8,7,8,,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2015): GGCB No. 1 (2012-2013).,
FR,OSSOUE,2867,2013,FLO,20121014,20130607,20131006,,3000.0,,,,,,,,,,91.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2014,FLO,20131006,20140601,20141011,,3100.0,,1,8,7,8,,,,,56.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2017): GGCB No. 2 (2014-2015).,
FR,OSSOUE,2867,2015,FLO,20141011,20150528,20151010,>,3200.0,,1,8,7,8,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",WGMS (2017): GGCB No. 2 (2014-2015).,
FR,OSSOUE,2867,2016,FLO,20151010,20160528,20161009,>,3200.0,,1,8,7,8,,,,,5.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2017,FLO,20161009,20170526,20171008,>,3200.0,,1,8,7,8,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2018,FLO,20171008,20180526,20181003,,3150.0,,1,8,7,8,,,,,27.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2019,FLO,20181003,20190530,20191005,>,3200.0,,1,8,7,8,,,,,0.0,Pierre RENÉ,"Association Moraine, http://asso.moraine.free.fr",,
FR,OSSOUE,2867,2020,FLO,20191005,20200524,20200924,>,3200.0,20.0,1,8,7,8,,,,,0.0,Pierre RENÉ,Association Moraine,,
FR,OSSOUE,2867,2021,FLO,20200924,20210523,20211010,>,,,1,8,7,8,,,,,,Pierre RENE,Association Moraine,,
FR,OSSOUE,2867,2022,FLO,20211010,20220528,20221009,>,,,1,8,7,8,,,,,,Pierre RENE,Association Moraine,,
FR,SAINT SORLIN,356,1957,COM,19560914,,19571011,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1958,COM,19571011,,19580907,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1959,COM,19580907,,19590908,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1960,COM,19590908,,19600928,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1961,COM,19600928,,19610928,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1962,COM,19610928,,19621007,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1963,COM,19621007,,19631009,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1964,COM,19631009,,19641006,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1965,COM,19641006,,19651012,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1966,COM,19651012,,19661005,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1967,COM,19661005,,19671003,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1968,COM,19671003,,19680920,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1969,COM,19680920,,19691002,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1970,COM,19691002,,19701013,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1971,COM,19701013,,19710924,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1972,COM,19710924,,19720928,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1973,COM,19720928,,19730927,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1974,COM,19730927,,19740921,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1975,COM,19740921,,19751016,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1976,COM,19751016,,19761015,,,,,,40,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1977,COM,19761015,,19770909,,,,,,40,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1978,COM,19770909,,19781028,,,,,,40,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1979,COM,19781028,,19791004,,,,,,40,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1980,COM,19791004,,19801008,,,,,,40,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1981,COM,19801008,,19811009,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1982,COM,19811009,,19820923,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1983,COM,19820923,,19831009,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1984,COM,19831009,,19841016,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1985,COM,19841016,,19850926,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1986,COM,19850926,,19861001,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1987,COM,19861001,,19870919,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1988,COM,19870919,,19880823,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1989,COM,19880823,,19890919,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1990,COM,19890919,,19900907,,,,,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1991,COM,19900907,,19910905,,,,20,,30,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1992,COM,19910905,,19921005,,,,20,,30,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1993,COM,19921005,,19930911,,,,20,,30,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1994,COM,19930911,,19940901,,,,20,,30,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
FR,SAINT SORLIN,356,1995,COM,19940901,,19951020,,2788.0,,20,,30,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,ELA calculated along a longitudinal transect by Chr. Vinvent.
FR,SAINT SORLIN,356,1996,STR,19951020,,19961003,,3016.0,,5,10,15,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2005): FoG 1995-2000 (Vol. VIII).,ELA calculated along a longitudinal transect by Chr. Vinvent.
FR,SAINT SORLIN,356,1997,STR,19961003,,19970925,,2906.0,,5,10,15,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2005): FoG 1995-2000 (Vol. VIII).,ELA calculated along a longitudinal transect by Chr. Vinvent.
FR,SAINT SORLIN,356,1998,STR,19970925,,19980923,,3094.0,,5,10,15,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2005): FoG 1995-2000 (Vol. VIII).,ELA calculated along a longitudinal transect by Chr. Vinvent.
FR,SAINT SORLIN,356,1999,STR,19980923,,19990929,,2946.0,,5,10,15,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2005): FoG 1995-2000 (Vol. VIII).,ELA calculated along a longitudinal transect by Chr. Vinvent.
FR,SAINT SORLIN,356,2000,STR,19990929,,20000922,,2969.0,,5,10,15,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2005): FoG 1995-2000 (Vol. VIII).,ELA calculated along a longitudinal transect by Chr. Vinvent.
FR,SAINT SORLIN,356,2001,STR,20000922,,20010906,,2837.0,30.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,SAINT SORLIN,356,2002,STR,20010906,,20020926,,3003.0,30.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,SAINT SORLIN,356,2003,STR,20020926,,20030924,,3300.0,50.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,SAINT SORLIN,356,2004,STR,20030924,,20041005,,3230.0,50.0,3,6,20,25,,,,,,Christian Vincent,"CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,SAINT SORLIN,356,2005,STR,20041005,,20051011,,3200.0,50.0,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,SAINT SORLIN,356,2006,STR,20051011,,20060928,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,SAINT SORLIN,356,2007,STR,20060928,,20071017,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,SAINT SORLIN,356,2008,STR,20071017,,20081014,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,SAINT SORLIN,356,2009,STR,20081014,,20091019,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",,
FR,SAINT SORLIN,356,2010,STR,20091019,,20101001,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).,
FR,SAINT SORLIN,356,2011,STR,20101001,,20111014,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2013): GMBB No. 12 (2010-2011).,
FR,SAINT SORLIN,356,2012,STR,20111014,,20121008,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2015): GGCB No. 1 (2012-2013).,
FR,SAINT SORLIN,356,2013,STR,20121008,,20131004,,,,3,6,20,25,,,,,,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.",WGMS (2015): GGCB No. 1 (2012-2013).,
FR,SAINT SORLIN,356,2014,STR,20131004,,20140927,,,,3,6,20,25,,,,,,Christian Vincent and Delphine Six,"CNRS, Institut National des Sciences de l'Univers",WGMS (2017): GGCB No. 2 (2014-2015).,
FR,SAINT SORLIN,356,2015,STR,20140927,,20151009,,,,,,,,,,,,,,,WGMS (2017): GGCB No. 2 (2014-2015).,
FR,SAINT SORLIN,356,2016,STR,20151009,,20160928,,,,,,,,,,,,,"D.Six, C.Vincent","CNRS, Institut National des Sciences de l'Univers",,
FR,SAINT SORLIN,356,2017,STR,20160928,,20170926,,,,,,,,,,,,,"D. Six, C. Vincent","CNRS, Institut National des Sciences de l'Univers",,
FR,SAINT SORLIN,356,2018,STR,20170926,20180417,20181012,,,,3,6,20,25,,,,,,"D. Six, C. Vincent",CNRS-UGA,,
FR,SAINT SORLIN,356,2019,STR,20181012,,20191004,,,,3,6,20,25,,,,,,"D. Six, C. Vincent",CNRS-UGA,,
FR,SAINT SORLIN,356,2020,FLO,20191004,20200522,20201008,,2950.0,20.0,3,6,20,25,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,SAINT SORLIN,356,2021,FLO,20201008,20210423,20211008,,2950.0,20.0,3,6,20,25,,,,,,"Delphine SIX, Christian VINCENT","IGE (CNRS, UGA), Grenoble",,
FR,SAINT SORLIN,356,2022,FLO,20211008,20220412,20220923,>,,,3,6,20,25,,,,,,"Delphine SIX, Christian VINCENT",CNRS,,
FR,SARENNE,357,1949,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1950,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1951,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1952,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1953,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1954,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1955,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1956,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1957,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1958,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1959,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1960,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1961,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1962,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1963,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1964,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1965,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1966,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1967,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1968,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1969,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1970,,,,,,,,,,,,,,,,,,,,
FR,SARENNE,357,1971,STR,19701001,,19710930,>,3150.0,,,,,,,,,,0.0,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
FR,SARENNE,357,1972,STR,19710930,,19720912,>,3150.0,,,,,,,,,,0.0,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
FR,SARENNE,357,1973,STR,19720912,,19730904,>,3150.0,,,,,,,,,,0.0,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
