POLITICAL_UNIT,NAME,WGMS_ID,YEAR,TIME_SYSTEM,BEGIN_PERIOD,END_WINTER,END_PERIOD,ELA_PREFIX,ELA,ELA_UNC,MIN_SITES_ACC,MAX_SITES_ACC,MIN_SITES_ABL,MAX_SITES_ABL,ACC_AREA,ACC_AREA_UNC,ABL_AREA,ABL_AREA_UNC,AAR,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
NO,RUKLEBREEN,10422,1967,,19661028,19670429,19671124,,1360.0,,,,,,,,,,87.0,Glacier group (NVE),,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G og R. Pytte (1968): Glasiologiske undersøkelser i Norge 1967. NVE Rapport 4-1968.",Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68.
NO,RUKLEBREEN,10422,1968,,19671124,19680601,19681106,,1400.0,,,,,,,,,,79.0,Glacier group (NVE),,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1969): Glasiologiske undersøkelser i Norge 1968. NVE Rapport 5-1969.",Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68.
NO,RUNDVASSBREEN,2670,2002,,,20020524,20020918,,1335.0,,,,,,,,,,26.0,Rune Engeset (NVE),,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33 2017. Kjøllmoen, B. (ed.) (2003); Glaciological investigations in Norway in 2002, NVE Report 3-2003, 92 p+app.",
NO,RUNDVASSBREEN,2670,2003,,20020918,20030519,20030929,,1370.0,,,,,,,,,,15.0,Rune Engeset (NVE),,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (Ed.) (2004); Glaciological investigations in Norway in 2003, NVE Report 4-2004.",
NO,RUNDVASSBREEN,2670,2004,,20030929,20040428,20041004,,1290.0,,,,,,,,,,41.0,Rune Engeset (NVE),,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (Ed.) (2005); Glaciological investigations in Norway in 2004, NVE Report 2-2005.",
NO,RUNDVASSBREEN,2670,2011,,20109999,20110510,20111026,,1405.0,,,,,,,,,,3.0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.",Original
NO,RUNDVASSBREEN,2670,2012,,20111026,20120607,20120925,,1180.0,,,,,,,,,,65.0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.",Original
NO,RUNDVASSBREEN,2670,2013,,20120925,20130514,20130927,>,1525.0,,,,,,,,,,0.0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.",Original
NO,RUNDVASSBREEN,2670,2014,STR,20130927,20140515,20140923,,1335.0,,,,,,,,,,26.0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.",Original
NO,RUNDVASSBREEN,2670,2015,STR,20140923,20150519,20151007,,1230.0,,,,,,,,,,58.0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.",
NO,RUNDVASSBREEN,2670,2016,COM,20151007,20160526,20160922,,1265.0,,,,,,,,,,50.0,Bjarne Kjøllmoen,NVE,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold (2017): Glaciological investigations in Norway 2016. NVE Rapport 76 2017, 95 p +app",
NO,RUNDVASSBREEN,2670,2017,COM,20160922,20170509,20170927,,1155.0,,,,,,,,,,69.0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","B. Kjøllmoen (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2018): Glaciological investigations in Norway in 2017. NVE Report 82 2018, 84 p +app.",
NO,SPOERTEGGBREEN ID 2525,319,1988,,19870901,19880427,19881018,>,1770.0,,30,,6,7,0.0,,27.94000053405762,,0.0,Tron Laumann (NVE),"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0301 Oslo, Norway.","Østrem, G. et al. 1991: Massebalansemålinger på norske breer 1988 og 1989. NVE Publikasjon Nr. 11 1991.",
NO,SPOERTEGGBREEN ID 2525,319,1989,,19881018,19890420,19891011,,1405.0,,30,,6,7,20.39999961853027,,7.539999961853027,,93.0,Tron Laumann (NVE),"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0301 Oslo, Norway.","Østrem, G. et al. 1991: Massebalansemålinger på norske breer 1988 og 1989. NVE Publikasjon Nr. 11 1991.",
NO,SPOERTEGGBREEN ID 2525,319,1990,,19891011,19900502,19901019,,1390.0,,30,,6,7,20.94000053405762,,7.0,,94.0,Tron Laumann (NVE),"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0301 Oslo, Norway.","Elvehøy, H and N. Haakensen (Eds.). 1992: Glasiologiske undersøkelser i Norge 1990 og 1991. NVE Publikasjon Nr 3 1992.",
NO,SPOERTEGGBREEN ID 2525,319,1991,OTH,19901019,19910430,19910928,,1540.0,,,,5,,17.20000076293945,,10.69999980926514,,62.0,Tron Laumann (NVE),"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, 0301 Oslo, Norway.","Elvehøy, H and N. Haakensen (Eds.). 1992: Glasiologiske undersøkelser i Norge 1990 og 1991. NVE Publikasjon Nr 3 1992.",
NO,STORBREEN,302,1949,,19489999,19490501,19490901,,1650.0,,,,,,,,,,70.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1950,,19499999,19509999,19500901,,1750.0,,,,,,,,,,50.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1951,,19509999,19519999,19510901,,1770.0,,,,,,,,,,45.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1952,,19519999,19529999,19520901,,1630.0,,,,,,,,,,74.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1953,,19529999,19539999,19530901,,1850.0,,,,,,,,,,20.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1954,,19539999,19549999,19540901,,1830.0,,,,,,,,,,26.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1955,,19549999,19550501,19550901,,1800.0,,,,,,,,,,36.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1956,,19559999,19560501,19560901,,1705.0,,,,,,,,,,61.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1957,,19569999,19570501,19570901,,1680.0,,,,,,,,,,65.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1958,,19579999,19580501,19580901,,1700.0,,,,,,,,,,62.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1959,,19589999,19590501,19590901,,1930.0,,,,,,,,,,8.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1960,,19599999,19600501,19600901,,1910.0,,,,,,,,,,11.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1961,,19609999,19619999,19610901,,1820.0,,,,,,,,,,30.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1962,,19619999,19629999,19620901,,1510.0,,,,,,,,,,92.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1963,,19629999,19639999,19630901,,1900.0,,,,,,,,,,12.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1964,,19639999,19649999,19640901,,1655.0,,,,,,,,,,70.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1965,,19649999,19659999,19650901,,1650.0,,,,,,,,,,70.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.",Original
NO,STORBREEN,302,1966,,19659999,19669999,19660901,,1815.0,,,,,,,,,,31.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1968): Bremålinger i Norge i 1966. Norsk Polarinstitutt Årbok 1966, 132-137",Original
NO,STORBREEN,302,1967,,19669999,19670512,19670916,,1570.0,,,,,,,,,,84.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1969): Bremålinger i Norge i 1967. Norsk Polarinstitutt Årbok 1967, 183-190.",Original
NO,STORBREEN,302,1968,,19679999,19680510,19681018,,1700.0,,,,,,,,,,62.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1970): Glas. unders. i 1968. Norsk Polarinstitutt Årbok 1968, 81-91",Original
NO,STORBREEN,302,1969,,19689999,19690522,19690920,,2020.0,,,,,,,,,,2.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1970): Glaciological work in 1969. Norsk Polarinstitutt Årbok 1969, 116-128.",Original
NO,STORBREEN,302,1970,,19699999,19700501,19700913,,1840.0,,,,,,,,,,33.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1972): Glaciological work in 1970. Norsk Polarinstitutt Årbok 1970, 240-251.",Original
NO,STORBREEN,302,1971,,19709999,19719999,19710901,,1690.0,,,,,,,,,,67.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1973): Glaciological work in 1971. Norsk Polarinstitutt Årbok 1971, 67-68",Original
NO,STORBREEN,302,1972,,19719999,19729999,19720901,,1770.0,,,,,,,,,,48.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1974): Glaciological work in 1972. Norsk Polarinstitutt Årbok 1972, 125-126",Original
NO,STORBREEN,302,1973,,19729999,19739999,19730901,,1705.0,,,,,,,,,,65.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1975): Glaciological work in 1973. Norsk Polarinstitutt Årbok 1973, 181-192.",Original
NO,STORBREEN,302,1974,,19739999,19749999,19740901,,1630.0,,,,,,,,,,76.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1975): Glaciological work in 1974. Norsk Polarinstitutt Årbok 1974, 183-184.",Original
NO,STORBREEN,302,1975,,19749999,19759999,19750901,,1760.0,,,,,,,,,,51.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1977): Glaciological work in 1975. Norsk Polarinstitutt Årbok 1975, 147-158.",Original
NO,STORBREEN,302,1976,,19759999,19769999,19760901,,1740.0,,,,,,,,,,56.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1977): Glaciological work in 1976. Norsk Polarinstitutt Årbok 1976, 297-304.",Original
NO,STORBREEN,302,1977,,19769999,19779999,19770901,,1840.0,,,,,,,,,,26.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1978): Glaciological work in 1977. Norsk Polarinstitutt Årbok 1977, 271-277.",Original
NO,STORBREEN,302,1978,,19779999,19789999,19780901,,1815.0,,,,,,,,,,36.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1979): Glaciological work in 1978. Norsk Polarinstitutt Årbok 1978, 43-51.",Original
NO,STORBREEN,302,1979,,19789999,19799999,19790901,,1700.0,,,,,,,,,,65.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1980): Glaciological work in 1979. Norsk Polarinstitutt Årbok 1979, 43-50.",Original
NO,STORBREEN,302,1980,,19799999,19809999,19800901,,1975.0,,,,,,,,,,6.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1982): Glaciological work in 1980. Norsk Polarinstitutt Årbok 1980, 45-51.",Original
NO,STORBREEN,302,1981,,19809999,19819999,19810901,,1730.0,,,,,,,,,,59.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1982): Glaciological work in 1981. Norsk Polarinstitutt Årbok 1981, 45-47.",Original
NO,STORBREEN,302,1982,,19819999,19829999,19820901,,1785.0,,,,,,,,,,44.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1983): Glaciological work in 1982. Norsk Polarinstitutt Årbok 1982, 37-43.",Original
NO,STORBREEN,302,1983,,19829999,19839999,19830901,,1625.0,,,,,,,,,,77.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1984): Glaciological work in 1983. Norsk Polarinstitutt Årbok 1983, 35-45.",Original
NO,STORBREEN,302,1984,,19839999,19849999,19840901,,1765.0,,,,,,,,,,50.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway",Liestoel i O. Kjeldsen (red.): (1987): Glas. unders. i Norge 1984. NVE V-Publikasjon nr 01 1987,Original
NO,STORBREEN,302,1985,,19849999,19859999,19850901,,1790.0,,,,,,,,,,42.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","T. Laumann, N. Haakensen & B. Wold (1988): Massebalansemålinger på norske breer 1985, 1986 og 1987. NVE Publikasjon nr V 13 1988, 45s.",Original
NO,STORBREEN,302,1986,,19859999,19869999,19860901,,1770.0,,,,,,,,,,48.0,Olav Liestoel (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","T. Laumann, N. Haakensen & B. Wold (1988): Massebalansemålinger på norske breer 1985, 1986 & 1987. NVE Publikasjon nr V 13 1988, 45s.",Original
NO,STORBREEN,302,1987,,19869999,19879999,19870901,,1570.0,,,,,,,,,,88.0,"Olav Liestoel (Norwegian Polar Institute), Jon Ove Hagen (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway",NVE database 2016,Original
NO,STORBREEN,302,1988,,19879999,19880513,19880907,,1970.0,,,,,,,,,,6.0,Jon Ove Hagen (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway",NVE database 2016,Original
NO,STORBREEN,302,1989,,19880907,19890514,19890923,,1550.0,,,,,,,,,,90.0,Jon Ove Hagen (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991, 79 p",Original
NO,STORBREEN,302,1990,,19891001,19900519,19901001,,1530.0,,,,,,,,,,92.0,Jon Ove Hagen (Norwegian Polar Institute),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway",Hallgeir Elvehøy & Nils Haakensen (red.) (1992): Glas. unders. i Norge 1990 og 1991. NVE Publikasjon nr 03 1992 (103 s.),Original
NO,STORBREEN,302,1991,,19901001,19910519,19911001,,1740.0,,,,,,,,,,56.0,Jon Ove Hagen (NPI)/Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Elvehøy & Haakensen (ed.): (1992): Glas. unders. i Norge 1990 og 1991. NVE Publikasjon 03, 103p.",Homogenized
NO,STORBREEN,302,1992,,19911001,19920416,19921014,,1715.0,,,,,,,,,,63.0,Jon Ove Hagen (NPI)/Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Elvehøy & Haakensen (ed.): (1992): Glas. unders. i Norge 1990 og 1991. NVE Publikasjon 03, 103p.",Homogenized
NO,STORBREEN,302,1993,,19921014,19930501,19930917,,1605.0,,,,,,,,,,83.0,Jon Ove Hagen (NPI)/Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen, L. M. et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Haakensen (ed.) (1995): Glas. unders. i Norge 1992 og 1993. NVE Publikasjon nr 08, 139s.",Homogenized
NO,STORBREEN,302,1994,,19930917,19940525,19941010,,1800.0,,,,,,,,,,40.0,Nils Haakensen/Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen, L. M. et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Elvehøy, H. et al. (1997): Glas. unders. i Norge i 1994 og 1995, NVE Publikasjon 19-1997.",Homogenized
NO,STORBREEN,302,1995,,19941010,19950529,19950914,,1810.0,,,,,,,,,,36.0,Nils Haakensen/Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen, L. M. et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC;; Elvehøy, H. et al. (1997): Glas. unders. i Norge i 1994 og 1995, NVE Publikasjon 19-1997,.",Homogenized
NO,STORBREEN,302,1996,,19950913,19960510,19960927,,1890.0,,,,,,,,,,16.0,Nils Haakensen/Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen, L. M. et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Kjøllmoen, B. (ed.) (1998): Glas. unders. i Norge 1996 of 1997, NVE Rap. 20-1998, 134p.",Homogenized
NO,STORBREEN,302,1997,,19960927,19970520,19971014,,1875.0,,,,,,,,,,19.0,Nils Haakensen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen, L. M. et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Kjøllmoen, B. (ed.) (1998): Glas. unders. i Norge 1996 of 1997, NVE Rap. 20-1998, 134p.",Homogenized
NO,STORBREEN,302,1998,,19971014,19980516,19980922,,1680.0,,,,,,,,,,72.0,Nils Haakensen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (ed.) (1999): Glas. unders. i Norge - 1998, NVE Rap. 5-1999, 119p.",Original
NO,STORBREEN,302,1999,,19980922,19990510,19990921,,1830.0,,,,,,,,,,31.0,Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (ed.) (2000): Glas. unders. i Norge i 1999, NVE Rap. 2-2000, 140p.",Original
NO,STORBREEN,302,2000,,19990922,20000510,20000921,,1650.0,,,,,,,,,,76.0,Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (ed.) (2001): Glac. invest. in Norway in 2000, NVE Report 2-2001, 122p.",Original
NO,STORBREEN,302,2001,,20000921,20010506,20010926,,1845.0,,,,,,,,,,27.0,Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (ed.) (2003): Glac. invest. in Norway in 2001, NVE Report 1-2003, 102p.",Original
NO,STORBREEN,302,2002,,20010926,20020506,20020920,,2075.0,,,,,,,,,,0.0,Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (ed.) (2003): Glac. invest. in Norway in 2002, NVE Report 3-2003, 92p.",Original
NO,STORBREEN,302,2003,,20020920,20030515,20030928,,2025.0,,,,,,,,,,2.0,Liss M. Andreassen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. 2016. Reanal. of long-term series of glaciological and geodetic mass balance for 10 Norwegian glaciers. TC; Kjøllmoen, B. (ed.) 2004. Glac. invest. in Norway in 2003, NVE Report 4-2004, 97p.",Homogenized
